locus_tag,gene_name,synonyms,gene_product,COG,regulator,uniprot,start,end,strand,essential,core_genome,iML1515,oxidizeME,DGF_strain,MS57,pseudogene,y_ome,k_eff,schmidt_prot_med,heckmann_prot_med,proteomics,p1k,p1k_ctrl_log_tpm,p1k_median_log_tpm,p1k_mad_log_tpm,in_iM
b2707,srlR,srlR;gutR,DNA-binding transcriptional repressor SrlR,Transcription,"RpoD,SrlR,GutM,H-NS,Crp,Nac",P15082,2829047,2829820,+,False,False,False,False,False,True,False,False,False,8.5,,True,True,5.2517830100000005,5.46333207,0.4930418531723998,True
b2708,gutQ,gutQ;srlQ,D-arabinose 5-phosphate isomerase GutQ,Nucleotide transport and metabolism,"RpoD,SrlR,GutM,Crp,H-NS",P17115,2829813,2830778,+,False,False,True,True,True,True,False,False,False,,,False,True,5.4420667515,4.880397537,0.5354080940711992,False
b2709,norR,norR;ygaA,DNA-binding transcriptional dual regulator NorR,Transcription,"NsrR,NorR",P37013,2830775,2832289,-,False,False,False,False,True,True,False,False,False,,,False,True,4.0788303055,3.938279611000001,0.743891477642334,False
b2710,norV,norV;flrD;ygaI;ygaJ;ygaK,anaerobic nitric oxide reductase flavorubredoxin,Energy production and conversion,"RpoN,Fnr,NarL,NarP,IHF,NorR",Q46877,2832476,2833915,+,False,False,True,True,True,True,False,False,False,,,False,True,2.829621486,2.733418915,0.6176122328543998,False
b2711,norW,norW;flrR;ygbD,NADH:flavorubredoxin reductase,Energy production and conversion,"RpoN,Fnr,NarP,NarL,IHF,NorR",P37596,2833912,2835045,+,False,False,True,True,True,True,False,False,False,,,False,True,2.3020687115,2.223700176,0.5180529237660003,False
b2712,hypF,hypF;hydA,carbamoyltransferase HypF,"Post-translational modification, protein turnover,and chaperones","RpoD,RpoN,FlhDC,Cra,FhlA",P30131,2835173,2837425,-,False,False,False,False,True,True,False,False,False,,,False,True,2.9103619480000003,2.985992005,0.5546274796860002,False
b2713,hydN,hydN,putative electron transport protein HydN,Energy production and conversion,"RpoN,FlhDC,FhlA",P0AAK4,2837578,2838105,-,False,False,False,False,True,True,False,True,False,,,False,True,1.972672009,2.399394103,0.7063790516117999,True
b2714,ascG,ascG,DNA-binding transcriptional repressor AscG,Transcription,,P24242,2838254,2839264,-,False,False,False,False,False,True,False,False,False,,,False,True,4.0534776765,4.490702515,0.9541418291621996,True
b2715,ascF,ascF,beta-glucoside specific PTS enzyme IIBC component,Carbohydrate transport and metabolism,"RpoD,YcjW,AscG,Crp,spf",P24241,2839524,2840981,+,False,False,True,True,False,True,False,False,False,,,False,True,2.6731174939999995,3.0814921022010897,0.5434476307511356,True
b2716,ascB,ascB,6-phospho-beta-glucosidase AscB,Carbohydrate transport and metabolism,"RpoD,AscG,Crp",P24240,2840990,2842414,+,False,False,True,False,False,True,False,False,False,,,False,True,3.5363915175,3.682029242,0.4427822246694,True
b2717,hycI,hycI,hydrogenase 3 maturation protease,Energy production and conversion,"RpoN,NsrR,ModE,IHF,FhlA",P0AEV9,2842573,2843043,-,False,False,False,False,False,True,False,False,False,14.5,,True,True,5.298938553999999,5.391975322,0.5435575652430007,False
b2718,hycH,hycH;hevH,formate hydrogenlyase assembly protein,Amino acid transport and metabolism,"RpoN,NsrR,ModE,IHF,FhlA",P0AEV7,2843036,2843446,-,False,False,False,False,False,True,False,False,False,,,False,True,3.880637112000001,3.590199381,0.7366301361719997,False
b2719,hycG,hycG;hevG,formate hydrogenlyase subunit HycG,Energy production and conversion,"RpoN,NsrR,ModE,IHF,FhlA",P16433,2843443,2844210,-,False,False,True,True,False,True,False,False,False,,,False,True,2.9056731665,2.57920662,0.7732936049530494,False
b2720,hycF,hycF;hevF,formate hydrogenlyase subunit HycF,Energy production and conversion,"RpoN,NsrR,ModE,IHF,FhlA",P16432,2844210,2844752,-,False,False,True,True,False,True,False,False,False,,,False,True,2.0226367205,1.619330624,0.6177223603823998,True
b2721,hycE,hycE;hevE,formate hydrogenlyase subunit HycE,Energy production and conversion,"RpoN,NsrR,ModE,IHF,FhlA",P16431,2844762,2846471,-,False,False,True,True,False,False,False,False,False,1.0,,True,True,1.3955110535,1.57183033,0.4274461124177999,True
b2722,hycD,hycD;hevD,formate hydrogenlyase subunit HycD,Energy production and conversion,"RpoN,NsrR,ModE,IHF,FhlA",P16430,2846489,2847412,-,False,False,True,True,False,False,False,False,False,,,False,True,0.9940036935,1.060121278,0.5075585428542213,True
b2723,hycC,hycC;hevC,formate hydrogenlyase subunit HycC,Energy production and conversion,"RpoN,NsrR,ModE,IHF,FhlA",P16429,2847415,2849241,-,False,False,True,True,False,False,False,False,False,,,False,True,0.9260172175,0.909686282,0.4203201660168,True
b2724,hycB,hycB;hevB,formate hydrogenlyase subunit HycB,Energy production and conversion,"RpoN,NsrR,ModE,IHF,FhlA",P0AAK1,2849238,2849849,-,False,False,True,True,False,False,False,False,False,,,False,True,0.891668726,0.7640500490000001,0.5048302177842001,True
b2725,hycA,hycA;hevA,regulator of the transcriptional regulator FhlA,Transcription,"RpoN,NsrR,ModE,IHF,FhlA",P0AEV4,2849974,2850435,-,False,False,False,False,False,False,False,True,False,5.5,,True,True,0.534895643,0.6941828181688859,0.5720628010801903,True
b2726,hypA,hypA,hydrogenase 3 nickel incorporation protein HypA,Function unknown,"RpoN,NsrR,IHF,FhlA",P0A700,2850647,2850997,+,False,False,False,False,False,False,False,False,False,,,False,True,1.7987391625,2.986339482299822,1.3804821151625155,True
b2727,hypB,hypB,hydrogenase isoenzymes nickel incorporation protein HypB,Transcription,"RpoN,NsrR,IHF,FhlA,Fnr",P0AAN3,2851001,2851873,+,False,False,True,False,False,False,False,False,False,23.0,,True,True,3.918605647,4.074955265,1.0860824640036009,True
b2728,hypC,hypC,hydrogenase 3 maturation protein HypC,"Post-translational modification, protein turnover,and chaperones","RpoN,NsrR,IHF,FhlA,Fnr",P0AAM3,2851864,2852136,+,False,False,False,False,False,False,False,False,False,,,False,True,3.0049067975000003,3.445035494,1.0993001113542007,True
b2729,hypD,hypD,Fe-(CN)2CO cofactor assembly scaffold protein HypD,"Post-translational modification, protein turnover,and chaperones","RpoN,NsrR,IHF,FhlA,Fnr",P24192,2852136,2853257,+,False,False,False,False,False,False,False,False,False,,,False,True,3.979719297,4.035755911279543,0.7504090192018508,True
b2730,hypE,hypE,hydrogenase maturation protein%2C carbamoyl dehydratase,"Post-translational modification, protein turnover,and chaperones","RpoN,NsrR,IHF,FhlA,Fnr",P24193,2853254,2854264,+,False,False,False,False,False,False,False,False,False,15.0,,True,True,4.193586972,4.436335614944619,0.7893176571737077,True
b2731,fhlA,fhlA,DNA-binding transcriptional activator FhlA,Transcription,"oxyS,YbaQ,RpoN,NsrR,IHF,FhlA,Fnr",P19323,2854338,2856416,+,False,False,False,False,False,False,False,False,False,,,False,True,4.159212656,3.894738248,0.9006876305783997,True
b2732,ygbA,ygbA,protein YgbA,Function unknown,"YidZ,Fnr,NsrR",P25728,2856453,2856806,-,False,False,False,False,False,False,False,True,False,,,False,True,3.8156010445,3.106099136,0.6396805944900003,True
b2733,mutS,mutS;fdv,DNA mismatch repair protein MutS,"Replication, recombination and repair","RpoS,Hfq,arcZ,sdsR",P23909,2857093,2859654,+,False,False,False,False,True,False,False,False,True,31.0,238.0,True,True,5.666016196499999,5.472156574,0.525456710889599,False
b2734,pphB,pphB;prpB;ygbH,phosphoprotein phosphatase 2,Signal transduction mechanisms,"ppGpp,Nac",P55799,2859760,2860416,+,False,False,False,False,True,False,False,False,False,,,False,True,2.537542933,1.891336558,0.6008292079561693,False
b2735,ygbI,ygbI,putative DeoR-type DNA-binding transcriptional regulator YgbI,Transcription,YgbI,P52598,2860467,2861234,-,False,False,False,False,True,False,False,True,False,,,False,True,4.984702969500001,4.952774904746658,0.5113525432446051,False
b2736,ygbJ,ltnD;ygbJ,putative L-threonate dehydrogenase,Lipid transport and metabolism,,Q46888,2861430,2862338,+,False,False,False,False,True,False,False,True,False,,,False,True,1.764061603,1.914350266,0.6196196648394019,True
b2737,ygbK,otnK;ygbK,putative 3-oxo-tetronate kinase YgbK,Function unknown,"FliA,FlhDC",Q46889,2862335,2863501,+,False,False,False,False,True,False,False,True,False,,,False,True,2.2954378280000003,2.3021834714615204,0.54635379560195,True
b2738,ygbL,otnC;ygbL,putative 3-oxo-tetronate 4-phosphate decarboxylase YgbL,Carbohydrate transport and metabolism,,Q46890,2863593,2864231,+,False,False,True,True,True,False,False,True,False,,,False,True,1.954503799,2.36270996,0.5752669730252009,True
b2739,ygbM,otnI;ygbM,putative 2-oxo-tetronate isomerase YgbM,Carbohydrate transport and metabolism,,Q46891,2864236,2865012,+,False,False,False,False,True,False,False,True,False,,,False,True,2.919257848,2.70424231,0.5500533740267997,True
b2740,ygbN,ygbN,putative transporter YgbN,Amino acid transport and metabolism,,Q46892,2865101,2866465,+,False,False,False,False,True,False,False,True,False,,,False,True,2.1574521515,2.225023015874924,0.4727499945623621,True
b2741,rpoS,rpoS;appR;katF;nur;otsX;sigS,RNA polymerase%2C sigma S (sigma 38) factor,Transcription,"RpoD,rprA,oxyS,arcZ,dsrA,Fur,GadX,ArcA,Crp,ppGpp,MqsA,DksA,cyaR",P13445,2866559,2867551,-,False,True,False,True,True,False,False,False,False,149.0,,True,True,9.702097558,10.35082622,0.9192131460497988,True
b2742,nlpD,nlpD,murein hydrolase activator NlpD,"Cell cycle control, cell division, chromosome partitioning",RpoD,P0ADA3,2867614,2868753,-,False,False,False,False,True,True,False,False,True,253.0,453.0,True,True,7.454752175999999,8.819679202,1.3535621595594007,True
b2743,pcm,pcm,L-isoaspartate protein carboxylmethyltransferase type II,"Translation, ribosomal structure and biogenesis",RpoD,P0A7A5,2868893,2869519,-,False,False,False,False,True,True,False,False,True,192.0,139.0,True,True,6.611923118,6.626283739,0.5299476263802007,False
b2744,umpG,surE;ygbC,broad specificity 5'(3')-nucleotidase and polyphosphatase,Nucleotide transport and metabolism,RpoD,P0A840,2869513,2870274,-,False,False,True,True,True,True,False,False,False,,,False,True,7.0896741085,6.798242890890345,0.4734384636168244,False
b2745,truD,truD;ygbO,tRNA pseudouridine(13) synthase,"Translation, ribosomal structure and biogenesis",YfeD,Q57261,2870255,2871304,-,False,True,False,True,True,True,False,False,True,158.5,236.0,True,True,6.936911094999999,6.747854427999999,0.4432432332089999,False
b2746,ispF,ispF;mecS;ygbB,2-C-methyl-D-erythritol 2%2C4-cyclodiphosphate synthase,Lipid transport and metabolism,,P62617,2871301,2871780,-,True,True,True,True,True,True,False,False,True,1448.0,209.0,True,True,6.465356352000001,6.343909309,0.54347067747,False
b2747,ispD,ispD;ygbP,2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase,Lipid transport and metabolism,"ppGpp,Nac",Q46893,2871780,2872490,-,True,True,True,True,True,True,False,False,False,49.5,,True,True,6.8418845305,6.258745809,0.4818876973974,False
b2748,ftsB,ftsB;ygbQ,cell division protein FtsB,"Cell cycle control, cell division, chromosome partitioning",,P0A6S5,2872509,2872820,-,True,False,False,False,True,True,False,False,False,15.0,,True,True,7.203936313500001,7.263722842000001,0.408525752397,False
b2749,ygbE,ygbE,conserved inner membrane protein YgbE,Function unknown,,P46141,2873014,2873337,-,False,False,False,False,True,True,False,True,False,,,False,True,5.7747186875,6.286777645,0.950678916902914,True
b2750,cysC,cysC,adenylyl-sulfate kinase,Nucleotide transport and metabolism,"RpoD,CysB",P0A6J1,2873387,2873992,-,False,False,True,True,True,True,False,False,True,471.0,308.0,True,True,6.284540364,7.062170899,1.0681821342654,True
b2751,cysN,cysN,sulfate adenylyltransferase subunit 1,Coenzyme transport and metabolism,"RpoD,CysB,ppGpp,GlaR",P23845,2873992,2875419,-,False,False,True,True,True,True,False,False,True,910.5,2145.0,True,True,8.114208153,8.386857371,0.8349277303976145,True
b2752,cysD,cysD,sulfate adenylyltransferase subunit 2,Coenzyme transport and metabolism,"RpoD,YcjW,gcvB,CysB",P21156,2875421,2876329,-,False,False,True,True,True,True,False,False,True,682.0,1429.0,True,True,9.1606430145,8.773656877790758,0.8665250279526214,True
b2753,iap,iap,alkaline phosphatase isozyme conversion protein,Function unknown,,P10423,2876581,2877618,+,False,False,False,False,True,True,False,False,False,,,False,True,5.0408530805,4.693367081,0.5788253441795996,True
b2754,cas2,ygbF;cas2,CRISPR-associated endoribonuclease Cas2,"Replication, recombination and repair","RpoD,RpoH,Crp,LeuO,SlyA,H-NS,StpA",P45956,2878569,2878853,-,False,False,False,False,True,True,False,False,False,,,False,True,3.953537128,3.945472418148255,0.579512635806998,True
b2755,cas1,ygbT;cas1,multifunctional nuclease Cas1,"Replication, recombination and repair","RpoD,RpoH,Crp,LeuO,SlyA,H-NS,StpA",Q46896,2878855,2879772,-,False,False,False,False,True,True,False,False,False,,,False,True,4.0215425315,3.449179112,0.5489492091593999,False
b2756,casE,casE;cas6e;ygcH,pre-CRISPR RNA endonuclease,"Translation, ribosomal structure and biogenesis","RpoD,RpoH,ppGpp,Crp,LeuO,SlyA,H-NS,StpA",Q46897,2879788,2880387,-,False,False,False,False,True,True,False,False,False,,,False,True,4.038749575000001,3.841347008,0.6635792554775994,True
b2757,casD,casD;cas5;ygcI,type I-E CRISPR system Cascade subunit CasD,"Translation, ribosomal structure and biogenesis","RpoD,RpoH,gcvB,Crp,LeuO,SlyA,H-NS,StpA",Q46898,2880374,2881048,-,False,False,False,False,True,True,False,False,False,,,False,True,3.550919832,3.4555520110000004,0.6966304379822563,True
b2758,casC,casC;cas4;cse4;ygcJ,type I-E CRISPR system Cascade subunit CasC,"Replication, recombination and repair","RpoD,Crp,LeuO,SlyA,H-NS,StpA",Q46899,2881051,2882142,-,False,False,False,False,True,True,False,False,False,,,False,True,2.666624955,2.903785669,0.5825456990765996,True
b2759,casB,casB;cse2;ygcK,type I-E CRISPR system Cascade subunit CasB,"Replication, recombination and repair","RpoD,Crp,ppGpp,LeuO,SlyA,H-NS,StpA",P76632,2882155,2882637,-,False,False,False,False,True,True,False,False,False,,,False,True,3.228444477,2.729522213463839,0.7166534303765122,False
b2760,casA,casA;cse1;ygcL,type I-E CRISPR system Cascade subunit CasA,Function unknown,"RpoD,Crp,LeuO,SlyA,H-NS,GlaR,StpA",Q46901,2882630,2884138,-,False,False,False,False,True,True,False,False,False,,,False,True,1.3277206015,1.77251194,0.6054655505094001,False
b2761,cas3,ygcB;cas3,CRISPR-associated endonuclease/helicase Cas3,"Replication, recombination and repair","Crp,RpoD",P38036,2884553,2887219,-,False,False,False,False,True,True,False,False,False,,,False,True,1.911851577,2.31128441,0.6196627588662879,False
b2762,cysH,cysH,phosphoadenosine phosphosulfate reductase,Amino acid transport and metabolism,"RpoD,HypT,CysB,IHF",P17854,2887578,2888312,-,False,False,True,True,True,True,False,False,True,907.0,1733.0,True,True,8.355216093,8.749649289,0.9949617167783984,True
b2763,cysI,cysI,sulfite reductase%2C hemoprotein subunit,Coenzyme transport and metabolism,"RpoD,CysB,IHF",P17846,2888387,2890099,-,False,False,True,True,True,True,False,False,True,1694.5,3133.0,True,True,8.8233100055,8.647851523606255,1.0097882505865272,True
b2764,cysJ,cysJ,sulfite reductase%2C flavoprotein subunit,Amino acid transport and metabolism,"RpoD,YeiE,YafC,CysB,IHF,Nac",P38038,2890099,2891898,-,False,False,True,True,True,True,False,False,True,1992.5,3696.0,True,True,9.036338026,8.485381964,1.1680991665643998,True
b2765,queD,queD;ygcM,6-carboxy-5%2C6%2C7%2C8-tetrahydropterin synthase,Nucleotide transport and metabolism,"ppGpp,Nac",P65870,2892214,2892579,+,False,True,True,True,True,True,False,False,True,178.0,200.0,True,True,6.5049236205,5.759004712,0.7895071734018004,True
b2766,ygcN,ygcN,putative oxidoreductase with FAD/NAD(P)-binding domain,Energy production and conversion,"YbaQ,ppGpp",Q46904,2892657,2893928,+,False,False,False,False,True,True,False,True,False,,,False,True,2.8378997655,2.778751717,0.8374235985653998,True
b2767,ygcO,ygcO,putative 4Fe-4S cluster-containing protein,Energy production and conversion,Nac,Q46905,2893919,2894179,+,False,False,False,False,True,True,False,True,False,,,False,True,2.0127239475,2.159530806,0.9581532821910004,False
b2768,ygcP,ygcP,putative anti-terminator regulatory protein,Transcription,Nac,Q46906,2894196,2894771,+,False,False,False,False,True,True,False,True,False,,,False,True,2.1815016715,2.572340924,0.6354360174372004,False
b2769,ygcQ,ygcQ,putative flavoprotein,Energy production and conversion,,Q46907,2894919,2895779,-,False,False,False,False,True,True,False,True,False,,,False,True,2.04155274,1.99402201,0.4483949820671997,False
b2770,ygcR,ygcR,putative flavoprotein,Energy production and conversion,,Q46908,2895776,2896555,-,False,False,False,False,True,True,False,True,False,,,False,True,1.410552075,1.3864020519999998,0.5351106622721997,False
b2771,ygcS,ygcS,putative transporter YgcS,Inorganic ion transport and metabolism,Nac,Q46909,2896533,2897870,-,False,False,False,False,True,True,False,True,False,,,False,True,0.9158929915,1.0828404352205476,0.4307773340675838,False
b4463,ygcU,ygcU;ygcT;ygcV,putative FAD-containing dehydrogenase,Energy production and conversion,YfeD,Q46911,2897964,2899418,-,False,False,False,False,True,True,False,True,False,,,False,True,2.2790666340000003,2.0486845330000003,0.6909734350721995,False
b2774,ygcW,ygcW,putative deoxygluconate dehydrogenase,Lipid transport and metabolism,Crp,P76633,2899488,2900273,-,False,False,False,False,True,True,False,True,False,,,False,True,0.7218286305,0.755583296,0.7239105905304,True
b2775,yqcE,yqcE;yqcF,putative transport protein YqcE,Inorganic ion transport and metabolism,,P77031,2900592,2901869,+,False,False,False,False,True,True,False,True,False,,,False,True,0.54185239,0.721638881,0.5866636739501999,True
b2776,ygcE,ygcE,putative sugar kinase YgcE,Carbohydrate transport and metabolism,"YfeD,Nac",P55138,2901896,2903374,+,False,False,False,False,True,True,False,True,False,,,False,True,1.787214142,2.29571483,0.5444994345499958,False
b2777,queE,queE;ygcF,putative 7-carboxy-7-deazaguanine synthase QueE,Nucleotide transport and metabolism,"YbiH,PhoP",P64554,2904747,2905418,-,False,False,False,False,True,True,False,True,False,119.0,,True,True,3.719499378,5.191539831,1.3338912955577995,True
b4682,yqcG,yqcG,cell envelope stress response protein YqcG,No COG annotation,,C1P612,2905557,2905697,+,False,False,False,False,False,True,False,True,False,,,False,True,0.0,0.0,0.0,False
b2778,ygcG,ygcG,protein YgcG,Function unknown,,P55140,2905711,2906583,+,False,False,False,False,True,True,False,True,False,,,False,True,0.878588607,1.002175068,0.4508372023302,False
b2779,eno,eno,enolase,Nucleotide transport and metabolism,"RpoD,RpoS,Cra,Lrp",P0A6P9,2906643,2907941,-,True,True,True,True,True,True,False,False,True,28498.0,24067.0,True,True,11.08549396,11.43050027,0.6563059519799999,False
b2780,pyrG,pyrG,CTP synthetase,Nucleotide transport and metabolism,"YidZ,ppGpp",P0A7E5,2908029,2909666,-,True,False,True,True,True,True,False,False,True,650.0,2195.0,True,True,8.888212959,9.050880423,0.4168629488981982,False
b2781,mazG,mazG,nucleoside triphosphate pyrophosphohydrolase,Nucleotide transport and metabolism,"MazE-MazF,MazE,Fis,ppGpp",P0AEY3,2909894,2910685,-,False,False,True,True,True,True,False,False,False,4.0,,True,True,6.2407188215,5.955061319,0.6435979338611774,False
b2782,mazF,mazF;chpA;chpAK,endoribonuclease toxin MazF,Signal transduction mechanisms,"RpoD,H-NS,Crp,MazE-MazF,MazE,Fis,HipAB,HipB,ppGpp",P0AE70,2910756,2911091,-,False,False,False,False,True,True,False,False,False,,,False,True,6.349051848,6.451512939,0.4647144510077972,False
b2783,mazE,mazE;chpAI;chpR,antitoxin of the MazF-MazE toxin-antitoxin system MazE,Transcription,"RpoD,H-NS,Crp,MazE-MazF,MazE,Fis,HipAB,HipB,ppGpp",P0AE72,2911091,2911339,-,True,False,False,False,True,True,False,False,False,,,False,True,6.119602,6.815401726,0.4337125377774002,False
b2784,relA,relA,GDP/GTP pyrophosphokinase,Nucleotide transport and metabolism,"RpoD,YidZ,RpoN,H-NS,Crp,NtrC,HipAB,HipB,Lrp,ppGpp",P0AG20,2911417,2913651,-,False,False,True,True,True,True,False,False,True,71.0,224.0,True,True,6.826022445,6.869638604,0.3286174745700015,False
b2785,rlmD,rlmD;rumA;ygcA,23S rRNA m(5)U1939 methyltransferase,"Translation, ribosomal structure and biogenesis",oxyS,P55135,2913699,2915000,-,False,True,False,True,True,True,False,False,False,,,False,True,5.0014554775,5.373786601,0.5392625977433028,True
b2786,barA,barA,sensory histidine kinase BarA,Signal transduction mechanisms,,P0AEC5,2915057,2917813,+,False,False,False,False,True,True,False,False,False,2.0,,True,True,5.240426101000001,4.792440126966744,0.3275210192719063,False
b2787,gudD,gudD;ygcX,D-glucarate dehydratase,Cell wall/membrane/envelope biogenesis,CdaR,P0AES2,2918045,2919385,-,False,False,True,True,True,True,False,False,False,1.0,,True,True,3.1070741295,3.317439344,0.6288598832874095,True
b2788,gudX,gudX;ygcY,glucarate dehydratase-related protein,Cell wall/membrane/envelope biogenesis,"CdaR,Nac",Q46915,2919406,2920746,-,False,False,True,True,True,True,False,True,False,,,False,True,1.3630944234999998,2.294922955,0.5085145114014001,True
b2789,gudP,gudP;ygcZ,galactarate/glucarate/glycerate transporter GudP,Inorganic ion transport and metabolism,CdaR,Q46916,2920748,2922100,-,False,False,True,True,True,True,False,True,False,,,False,True,1.1382585215,1.3535869138259882,0.4753792788426101,True
b2790,yqcA,yqcA,putative flavodoxin YqcA,Energy production and conversion,,P65367,2922535,2922984,-,False,False,False,False,False,True,False,True,True,111.0,265.0,True,True,6.8313599515000005,6.94448493,0.5699818012307992,False
b2791,truC,truC;yqcB,tRNA pseudouridine(65) synthase,"Translation, ribosomal structure and biogenesis",ppGpp,P0AA41,2923002,2923784,-,False,True,False,True,False,True,False,False,False,,,False,True,5.3163518595,5.12069402,0.5579214373404,False
b2792,yqcC,yqcC,DUF446 domain-containing protein YqcC,Function unknown,"YgaV,YeaM,ppGpp",Q46919,2923784,2924113,-,False,False,False,False,False,True,False,True,False,83.0,,True,True,5.255591105,5.233562392,0.6054973552446002,True
b2793,syd,syd;ydr,SecY-interacting protein,Function unknown,,P0A8U0,2924735,2925280,-,False,False,False,False,False,True,False,False,False,39.0,,True,True,6.8508746515,6.297059971,0.4925320226147991,False
b2794,queF,queF;yqcD,7-cyano-7-deazaguanine reductase,Nucleotide transport and metabolism,Nac,Q46920,2925348,2926196,+,False,True,True,True,False,True,False,False,True,52.0,291.0,True,True,6.3656877315,6.424150797,0.3611399942514017,True
b2795,ppnN,ppnN;ygdH,nucleotide 5'-monophosphate nucleosidase,Function unknown,"ppGpp,Nac",P0ADR8,2926308,2927672,+,False,False,False,False,False,True,False,False,True,209.0,275.0,True,True,7.470070915,6.988668317,0.7864106713805978,False
b2796,sdaC,sdaC;dcrA,serine:H(+) symporter SdaC,Amino acid transport and metabolism,"omrA,omrB,ppGpp,Lrp",P0AAD6,2928229,2929518,+,False,False,True,True,False,True,False,False,True,69.0,134.0,True,True,5.5813495875,5.52528131,0.8454141409475999,True
b2797,sdaB,sdaB,L-serine deaminase II,Amino acid transport and metabolism,"omrA,omrB,ppGpp",P30744,2929576,2930943,+,False,False,True,True,False,True,False,False,False,18.0,,True,True,4.545926857,4.472621525671968,0.8557158101318606,True
b2798,ygdG,ygdG;exo;xni,flap endonuclease,"Replication, recombination and repair",,P38506,2931055,2931810,+,False,False,False,False,False,True,False,False,False,1.5,,True,True,4.5182723475,4.646391975,0.4923166987094662,True
b2799,fucO,fucO,L-1%2C2-propanediol oxidoreductase,Energy production and conversion,"RpoD,YdcN,FucR,Crp",P0A9S1,2931865,2933013,-,False,False,True,True,False,True,False,False,False,96.5,,True,True,3.5698063725,3.59907699,1.0734717692075693,True
b2800,fucA,fucA;fucC;prd,L-fuculose-phosphate aldolase,Carbohydrate transport and metabolism,"RpoD,FucR,Crp,Nac",P0AB87,2933041,2933688,-,False,False,True,True,False,True,False,False,False,,,False,True,2.192461482,2.596446311,1.0455577068075037,True
b2801,fucP,fucP,L-fucose:H(+) symporter,Inorganic ion transport and metabolism,"RpoD,FucR,Crp,spf",P11551,2934235,2935551,+,False,False,True,True,False,True,False,False,False,,,False,True,0.8360841605,0.839428168,0.5678470707251999,True
b2802,fucI,fucI,L-fucose isomerase,Carbohydrate transport and metabolism,"RpoD,FucR,Crp,spf",P69922,2935584,2937359,+,False,False,True,True,False,True,False,False,False,5.0,,True,True,2.6447061655,2.451476458,0.6019578137957999,True
b2803,fucK,fucK,L-fuculokinase,Nucleotide transport and metabolism,"RpoD,FucR,Crp,spf",P11553,2937468,2938886,+,False,False,True,True,False,True,False,False,False,,,False,True,3.2704667975,3.535522447,0.7277403227598,True
b2804,fucU,fucU,L-fucose mutarotase,Carbohydrate transport and metabolism,"RpoD,FucR,ppGpp,Crp",P0AEN8,2938888,2939310,+,False,False,False,False,False,True,False,False,True,321.0,192.0,True,True,6.6636735435,6.074364707999999,0.7130602150475978,True
b2805,fucR,fucR,DNA-binding transcriptional activator FucR,Transcription,"RpoD,FucR,ppGpp,Crp",P0ACK8,2939368,2940099,+,False,False,False,False,False,True,False,False,False,13.0,,True,True,5.443662037,5.5749180267847125,0.5616832060223852,False
b2806,rlmM,rlmM;ygdE,23S rRNA 2'-O-ribose C2498 methyltransferase,"Translation, ribosomal structure and biogenesis",Nac,P0ADR6,2940143,2941243,-,False,True,False,True,False,True,False,False,True,68.0,283.0,True,True,6.19342677,6.322921513,0.4170192505205996,True
b2807,ygdD,ygdD,conserved inner membrane protein YgdD,Function unknown,,P0ADR2,2941236,2941631,-,False,False,False,False,False,True,False,True,False,,,False,True,5.060001469,5.509980968,0.552589023026283,True
b2808,gcvA,gcvA,DNA-binding transcriptional dual regulator GcvA,Transcription,"RpoD,GcvA,GlaR",P0A9F6,2941650,2942567,-,False,False,False,False,False,True,False,False,False,7.0,,True,True,5.5646070625,5.8497543610000005,0.3512489024813993,True
b2809,ygdI,ygdI,DUF903 domain-containing lipoprotein YgdI,Cell wall/membrane/envelope biogenesis,,P65292,2942918,2943145,-,False,False,False,False,False,True,False,True,False,1761.5,,True,True,7.0001576885,7.322234503,1.5086826864605989,True
b2810,csdA,csdA;ygdJ,cysteine sulfinate desulfinase,Amino acid transport and metabolism,,Q46925,2943337,2944542,+,False,False,True,True,False,True,False,False,False,4.5,,True,True,5.6529067945,5.473474327999999,0.409131862998599,True
b2811,csdE,csdE;ygdK,sulfur acceptor protein CsdE,Function unknown,,P0AGF2,2944542,2944985,+,False,False,False,True,False,True,False,False,False,179.5,,True,True,5.844919603499999,5.662469207000001,0.537424634669999,False
b2812,tcdA,tcdA;csdL;ygdL,tRNA threonylcarbamoyladenosine dehydratase,Coenzyme transport and metabolism,ppGpp,Q46927,2945036,2945842,-,False,False,False,False,True,True,False,False,False,,,False,True,6.102138465,5.982638186,0.6158437840929033,False
b2813,mltA,mltA;mlt;ygdM,membrane-bound lytic murein transglycosylase A,Cell wall/membrane/envelope biogenesis,Fnr,P0A935,2946081,2947178,-,False,False,True,True,True,True,False,False,True,18.5,177.0,True,True,6.925308954000001,6.43399133,0.6315109940579996,False
b2817,amiC,amiC;ygdN,N-acetylmuramoyl-L-alanine amidase C,Cell wall/membrane/envelope biogenesis,Lrp,P63883,2947757,2949010,-,False,False,True,True,True,True,False,False,False,0.0,,True,True,5.748316363500001,5.924581312999999,0.4166948146451989,False
b2818,argA,argA,N-acetylglutamate synthase,Amino acid transport and metabolism,"RpoD,ArgR,ppGpp,Lrp",P0A6C5,2949242,2950573,+,False,False,True,True,True,True,False,False,True,202.0,650.0,True,True,9.1193655505,7.723327501,1.3126794185988,True
